id,graduation_year,major,skills,is_mentor,bio,interests,degree,is_alumni
920,1995,English Literature,"research, critical thinking, public speaking, proofreading, editing, content creation",True,"A English Literature alumna with a B.Eng. degree, graduated in 1995. Passionate about literary analysis, cultural criticism, creative writing, novel studies. Skilled in research, critical thinking, public speaking, proofreading, editing, content creation. Offers mentorship and engage in innovative projects in literature.","literary analysis, cultural criticism, creative writing, novel studies",B.Eng.,True
921,2023,Electrical Engineering,"power system analysis, VHDL, PLC programming, PCB design, circuit simulation, signal processing",False,"A Electrical Engineering student pursuing a Ph.D. degree, expected graduation in 2023. Passionate about signal processing, circuit design, microelectronics, embedded systems, renewable energy. Skilled in power system analysis, VHDL, PLC programming, PCB design, circuit simulation, signal processing. Eager to engage in innovative projects in electrical.","signal processing, circuit design, microelectronics, embedded systems, renewable energy",Ph.D.,False
922,2021,English Literature,"content creation, proofreading, public speaking, critical thinking, research",False,"A English Literature alumna with a B.Tech. degree, graduated in 2021. Passionate about poetry, novel studies, creative writing, cultural criticism. Skilled in content creation, proofreading, public speaking, critical thinking, research. Eager to engage in innovative projects in literature.","poetry, novel studies, creative writing, cultural criticism",B.Tech.,True
923,2024,Psychology,"data visualization, clinical skills, qualitative research, SPSS, counseling",False,"A Psychology student pursuing a MBA degree, expected graduation in 2024. Passionate about patient care, cognitive therapy, healthcare ethics. Skilled in data visualization, clinical skills, qualitative research, SPSS, counseling. Eager to engage in innovative projects in behavioral.","patient care, cognitive therapy, healthcare ethics",MBA,False
924,2025,Physics,"lab techniques, spectroscopy, MATLAB, computational modeling, chemical analysis",False,"A Physics student pursuing a MBA degree, expected graduation in 2025. Passionate about materials science, organic synthesis, quantum mechanics. Skilled in lab techniques, spectroscopy, MATLAB, computational modeling, chemical analysis. Eager to engage in innovative projects in physical.","materials science, organic synthesis, quantum mechanics",MBA,False
925,2024,Psychology,"counseling, data visualization, clinical skills, qualitative research",True,"A Psychology student pursuing a M.A. degree, expected graduation in 2024. Passionate about cognitive therapy, healthcare ethics, neuropsychology. Skilled in counseling, data visualization, clinical skills, qualitative research. Offers mentorship and engage in innovative projects in behavioral.","cognitive therapy, healthcare ethics, neuropsychology",M.A.,False
926,2024,History,"archival research, survey design, qualitative research, historical documentation, policy analysis",False,"A History student pursuing a M.A. degree, expected graduation in 2024. Passionate about international relations, cultural studies, archaeology, public policy, historical research. Skilled in archival research, survey design, qualitative research, historical documentation, policy analysis. Eager to engage in innovative projects in historical.","international relations, cultural studies, archaeology, public policy, historical research",M.A.,False
927,2024,Political Science,"survey design, qualitative research, archival research, policy analysis, historical documentation",False,"A Political Science student pursuing a B.A. degree, expected graduation in 2024. Passionate about historical research, cultural studies, archaeology, international relations. Skilled in survey design, qualitative research, archival research, policy analysis, historical documentation. Eager to engage in innovative projects in historical.","historical research, cultural studies, archaeology, international relations",B.A.,False
928,2023,Aerospace Engineering,"CNC machining, finite element analysis, CAD, ANSYS, SolidWorks, thermodynamic modeling",False,"A Aerospace Engineering student pursuing a MBA degree, expected graduation in 2023. Passionate about mechatronics, fluid dynamics, renewable energy, aerospace propulsion. Skilled in CNC machining, finite element analysis, CAD, ANSYS, SolidWorks, thermodynamic modeling. Eager to engage in innovative projects in mechanical.","mechatronics, fluid dynamics, renewable energy, aerospace propulsion",MBA,False
929,1983,Chemical Engineering,"reaction engineering, Aspen Plus, lab safety, chemical analysis",False,"A Chemical Engineering alumna with a M.A. degree, graduated in 1983. Passionate about process engineering, nanotechnology, biochemical engineering. Skilled in reaction engineering, Aspen Plus, lab safety, chemical analysis. Eager to engage in innovative projects in chemical.","process engineering, nanotechnology, biochemical engineering",M.A.,True
930,2017,Marketing,"market analytics, SQL, SEO, CRM software",False,"A Marketing alumna with a M.Sc. degree, graduated in 2017. Passionate about consumer behavior, digital marketing, entrepreneurship. Skilled in market analytics, SQL, SEO, CRM software. Eager to engage in innovative projects in management.","consumer behavior, digital marketing, entrepreneurship",M.Sc.,True
931,2024,Psychology,"empathy training, SPSS, counseling, clinical skills",False,"A Psychology student pursuing a Ph.D. degree, expected graduation in 2024. Passionate about patient care, healthcare ethics, behavioral economics, mental health, cognitive therapy. Skilled in empathy training, SPSS, counseling, clinical skills. Eager to engage in innovative projects in behavioral.","patient care, healthcare ethics, behavioral economics, mental health, cognitive therapy",Ph.D.,False
932,2024,Computer Science,"React, TensorFlow, AWS, JavaScript",False,"A Computer Science student pursuing a MBA degree, expected graduation in 2024. Passionate about cybersecurity, cloud computing, data analysis, deep learning, mobile app development. Skilled in React, TensorFlow, AWS, JavaScript. Eager to engage in innovative projects in software.","cybersecurity, cloud computing, data analysis, deep learning, mobile app development",MBA,False
933,1989,History,"survey design, policy analysis, qualitative research, archival research, historical documentation",True,"A History alumna with a MBA degree, graduated in 1989. Passionate about archaeology, historical research, international relations, public policy. Skilled in survey design, policy analysis, qualitative research, archival research, historical documentation. Offers mentorship and engage in innovative projects in historical.","archaeology, historical research, international relations, public policy",MBA,True
